번호,언어 제공자 ID,취득연도,방향,타입(단어/문장),파일명,한국어,,
1241,2,2017,정면,단어,KETI_SL_0000001241.MTS,해열제,,
1660,2,2017,측면,단어,KETI_SL_0000001660.MTS,해열제,,
2017,3,2017,정면,단어,KETI_SL_0000002017.MOV,해열제,,
2436,3,2017,측면,단어,KETI_SL_0000002436.MP4,해열제,,
2918,4,2017,정면,단어,KETI_SL_0000002918.MOV,해열제,,
3337,4,2017,측면,단어,KETI_SL_0000003337.MTS,해열제,,
3746,5,2017,정면,단어,KETI_SL_0000003746.MOV,해열제,,
4164,5,2017,측면,단어,KETI_SL_0000004164.MTS,해열제,,
4593,6,2017,정면,단어,KETI_SL_0000004593.MOV,해열제,,
5012,6,2017,측면,단어,KETI_SL_0000005012.MTS,해열제,,
5431,7,2017,정면,단어,KETI_SL_0000005431.MOV,해열제,,
5848,7,2017,측면,단어,KETI_SL_0000005848.MTS,해열제,,
6270,8,2017,정면,단어,KETI_SL_0000006270.MOV,해열제,,
6689,8,2017,측면,단어,KETI_SL_0000006689.MTS,해열제,,
7109,9,2017,정면,단어,KETI_SL_0000007109.MOV,해열제,,
7528,9,2017,측면,단어,KETI_SL_0000007528.MTS,해열제,,
7947,10,2017,정면,단어,KETI_SL_0000007947.MOV,해열제,,
8366,10,2017,측면,단어,KETI_SL_0000008366.MTS,해열제,,
8382,1,2017,정면,문장,KETI_SL_0000008382.MOV,해안가에 해파리가 나타났어요,,
8487,1,2017,측면,문장,KETI_SL_0000008487.MTS,해안가에 해파리가 나타났어요,,
8592,2,2017,정면,문장,KETI_SL_0000008592.MTS,해안가에 해파리가 나타났어요,,
8697,2,2017,측면,문장,KETI_SL_0000008697.MTS,해안가에 해파리가 나타났어요,,
8802,3,2017,정면,문장,KETI_SL_0000008802.MOV,해안가에 해파리가 나타났어요,,
8907,3,2017,측면,문장,KETI_SL_0000008907.MP4,해안가에 해파리가 나타났어요,,
9012,4,2017,정면,문장,KETI_SL_0000009012.MOV,해안가에 해파리가 나타났어요,,
9117,4,2017,측면,문장,KETI_SL_0000009117.MTS,해안가에 해파리가 나타났어요,,
9222,5,2017,정면,문장,KETI_SL_0000009222.MOV,해안가에 해파리가 나타났어요,,
9327,5,2017,측면,문장,KETI_SL_0000009327.MTS,해안가에 해파리가 나타났어요,,
9432,6,2017,정면,문장,KETI_SL_0000009432.MOV,해안가에 해파리가 나타났어요,,
9537,6,2017,측면,문장,KETI_SL_0000009537.MTS,해안가에 해파리가 나타났어요,,
9642,7,2017,정면,문장,KETI_SL_0000009642.MOV,해안가에 해파리가 나타났어요,,
9747,7,2017,측면,문장,KETI_SL_0000009747.MTS,해안가에 해파리가 나타났어요,,
9852,8,2017,정면,문장,KETI_SL_0000009852.MOV,해안가에 해파리가 나타났어요,,
9957,8,2017,측면,문장,KETI_SL_0000009957.MTS,해안가에 해파리가 나타났어요,,
10062,9,2017,정면,문장,KETI_SL_0000010062.MOV,해안가에 해파리가 나타났어요,,
10167,9,2017,측면,문장,KETI_SL_0000010167.MTS,해안가에 해파리가 나타났어요,,
10272,10,2017,정면,문장,KETI_SL_0000010272.MOV,해안가에 해파리가 나타났어요,,
10377,10,2017,측면,문장,KETI_SL_0000010377.MTS,해안가에 해파리가 나타났어요,,
8475,1,2017,정면,문장,KETI_SL_0000008475.MOV,해안가에 상어가 나타났어요,,
8580,1,2017,측면,문장,KETI_SL_0000008580.MTS,해안가에 상어가 나타났어요,,
8685,2,2017,정면,문장,KETI_SL_0000008685.MTS,해안가에 상어가 나타났어요,,
8790,2,2017,측면,문장,KETI_SL_0000008790.MTS,해안가에 상어가 나타났어요,,
8895,3,2017,정면,문장,KETI_SL_0000008895.MOV,해안가에 상어가 나타났어요,,
9000,3,2017,측면,문장,KETI_SL_0000009000.MP4,해안가에 상어가 나타났어요,,
9105,4,2017,정면,문장,KETI_SL_0000009105.MOV,해안가에 상어가 나타났어요,,
9210,4,2017,측면,문장,KETI_SL_0000009210.MTS,해안가에 상어가 나타났어요,,
9315,5,2017,정면,문장,KETI_SL_0000009315.MOV,해안가에 상어가 나타났어요,,
9420,5,2017,측면,문장,KETI_SL_0000009420.MTS,해안가에 상어가 나타났어요,,
9525,6,2017,정면,문장,KETI_SL_0000009525.MOV,해안가에 상어가 나타났어요,,
9629,6,2017,측면,문장,KETI_SL_0000009629.MTS,해안가에 상어가 나타났어요,,
9735,7,2017,정면,문장,KETI_SL_0000009735.MOV,해안가에 상어가 나타났어요,,
9840,7,2017,측면,문장,KETI_SL_0000009840.MTS,해안가에 상어가 나타났어요,,
9945,8,2017,정면,문장,KETI_SL_0000009945.MOV,해안가에 상어가 나타났어요,,
10050,8,2017,측면,문장,KETI_SL_0000010050.MTS,해안가에 상어가 나타났어요,,
10155,9,2017,정면,문장,KETI_SL_0000010155.MOV,해안가에 상어가 나타났어요,,
10260,9,2017,측면,문장,KETI_SL_0000010260.MTS,해안가에 상어가 나타났어요,,
10365,10,2017,정면,문장,KETI_SL_0000010365.MOV,해안가에 상어가 나타났어요,,
10470,10,2017,측면,문장,KETI_SL_0000010470.MTS,해안가에 상어가 나타났어요,,
404,1,2017,정면,단어,KETI_SL_0000000404.MOV,해독제,,
823,1,2017,측면,단어,KETI_SL_0000000823.MTS,해독제,,
1240,2,2017,정면,단어,KETI_SL_0000001240.MTS,해독제,,
1659,2,2017,측면,단어,KETI_SL_0000001659.MTS,해독제,,
2016,3,2017,정면,단어,KETI_SL_0000002016.MOV,해독제,,
2435,3,2017,측면,단어,KETI_SL_0000002435.MP4,해독제,,
2917,4,2017,정면,단어,KETI_SL_0000002917.MOV,해독제,,
3336,4,2017,측면,단어,KETI_SL_0000003336.MTS,해독제,,
3745,5,2017,정면,단어,KETI_SL_0000003745.MOV,해독제,,
4163,5,2017,측면,단어,KETI_SL_0000004163.MTS,해독제,,
4592,6,2017,정면,단어,KETI_SL_0000004592.MOV,해독제,,
5011,6,2017,측면,단어,KETI_SL_0000005011.MTS,해독제,,
5430,7,2017,정면,단어,KETI_SL_0000005430.MOV,해독제,,
5847,7,2017,측면,단어,KETI_SL_0000005847.MTS,해독제,,
6269,8,2017,정면,단어,KETI_SL_0000006269.MOV,해독제,,
6688,8,2017,측면,단어,KETI_SL_0000006688.MTS,해독제,,
7108,9,2017,정면,단어,KETI_SL_0000007108.MOV,해독제,,
7527,9,2017,측면,단어,KETI_SL_0000007527.MTS,해독제,,
7946,10,2017,정면,단어,KETI_SL_0000007946.MOV,해독제,,
8365,10,2017,측면,단어,KETI_SL_0000008365.MTS,해독제,,
403,1,2017,정면,단어,KETI_SL_0000000403.MOV,해(연),,
822,1,2017,측면,단어,KETI_SL_0000000822.MTS,해(연),,
1239,2,2017,정면,단어,KETI_SL_0000001239.MTS,해(연),,
1658,2,2017,측면,단어,KETI_SL_0000001658.MTS,해(연),,
2015,3,2017,정면,단어,KETI_SL_0000002015.MOV,해(연),,
2434,3,2017,측면,단어,KETI_SL_0000002434.MP4,해(연),,
2916,4,2017,정면,단어,KETI_SL_0000002916.MOV,해(연),,
3335,4,2017,측면,단어,KETI_SL_0000003335.MTS,해(연),,
3744,5,2017,정면,단어,KETI_SL_0000003744.MOV,해(연),,
4162,5,2017,측면,단어,KETI_SL_0000004162.MTS,해(연),,
4591,6,2017,정면,단어,KETI_SL_0000004591.MOV,해(연),,
5010,6,2017,측면,단어,KETI_SL_0000005010.MTS,해(연),,
5429,7,2017,정면,단어,KETI_SL_0000005429.MOV,해(연),,
5846,7,2017,측면,단어,KETI_SL_0000005846.MTS,해(연),,
6268,8,2017,정면,단어,KETI_SL_0000006268.MOV,해(연),,
6687,8,2017,측면,단어,KETI_SL_0000006687.MTS,해(연),,
7107,9,2017,정면,단어,KETI_SL_0000007107.MOV,해(연),,
7526,9,2017,측면,단어,KETI_SL_0000007526.MTS,해(연),,
7945,10,2017,정면,단어,KETI_SL_0000007945.MOV,해(연),,
8364,10,2017,측면,단어,KETI_SL_0000008364.MTS,해(연),,
402,1,2017,정면,단어,KETI_SL_0000000402.MOV,함몰되다,,
821,1,2017,측면,단어,KETI_SL_0000000821.MTS,함몰되다,,
1238,2,2017,정면,단어,KETI_SL_0000001238.MTS,함몰되다,,
1657,2,2017,측면,단어,KETI_SL_0000001657.MTS,함몰되다,,
2014,3,2017,정면,단어,KETI_SL_0000002014.MOV,함몰되다,,
2433,3,2017,측면,단어,KETI_SL_0000002433.MP4,함몰되다,,
2915,4,2017,정면,단어,KETI_SL_0000002915.MOV,함몰되다,,
3334,4,2017,측면,단어,KETI_SL_0000003334.MTS,함몰되다,,
3743,5,2017,정면,단어,KETI_SL_0000003743.MOV,함몰되다,,
4161,5,2017,측면,단어,KETI_SL_0000004161.MTS,함몰되다,,
4590,6,2017,정면,단어,KETI_SL_0000004590.MOV,함몰되다,,
5009,6,2017,측면,단어,KETI_SL_0000005009.MTS,함몰되다,,
5428,7,2017,정면,단어,KETI_SL_0000005428.MOV,함몰되다,,
5845,7,2017,측면,단어,KETI_SL_0000005845.MTS,함몰되다,,
6267,8,2017,정면,단어,KETI_SL_0000006267.MOV,함몰되다,,
6686,8,2017,측면,단어,KETI_SL_0000006686.MTS,함몰되다,,
7106,9,2017,정면,단어,KETI_SL_0000007106.MOV,함몰되다,,
7525,9,2017,측면,단어,KETI_SL_0000007525.MTS,함몰되다,,
7944,10,2017,정면,단어,KETI_SL_0000007944.MOV,함몰되다,,
8363,10,2017,측면,단어,KETI_SL_0000008363.MTS,함몰되다,,
401,1,2017,정면,단어,KETI_SL_0000000401.MOV,할아버지,,
820,1,2017,측면,단어,KETI_SL_0000000820.MTS,할아버지,,
1237,2,2017,정면,단어,KETI_SL_0000001237.MTS,할아버지,,
1656,2,2017,측면,단어,KETI_SL_0000001656.MTS,할아버지,,
2013,3,2017,정면,단어,KETI_SL_0000002013.MOV,할아버지,,
2432,3,2017,측면,단어,KETI_SL_0000002432.MP4,할아버지,,
2914,4,2017,정면,단어,KETI_SL_0000002914.MOV,할아버지,,
3333,4,2017,측면,단어,KETI_SL_0000003333.MTS,할아버지,,
3742,5,2017,정면,단어,KETI_SL_0000003742.MOV,할아버지,,
4160,5,2017,측면,단어,KETI_SL_0000004160.MTS,할아버지,,
4589,6,2017,정면,단어,KETI_SL_0000004589.MOV,할아버지,,
5008,6,2017,측면,단어,KETI_SL_0000005008.MTS,할아버지,,
5427,7,2017,정면,단어,KETI_SL_0000005427.MOV,할아버지,,
5844,7,2017,측면,단어,KETI_SL_0000005844.MTS,할아버지,,
6266,8,2017,정면,단어,KETI_SL_0000006266.MOV,할아버지,,
6685,8,2017,측면,단어,KETI_SL_0000006685.MTS,할아버지,,
7105,9,2017,정면,단어,KETI_SL_0000007105.MOV,할아버지,,
7524,9,2017,측면,단어,KETI_SL_0000007524.MTS,할아버지,,
7943,10,2017,정면,단어,KETI_SL_0000007943.MOV,할아버지,,
8362,10,2017,측면,단어,KETI_SL_0000008362.MTS,할아버지,,
8391,1,2017,정면,문장,KETI_SL_0000008391.MOV,할머니가 갑자기 쓰러지셨어요,,
8496,1,2017,측면,문장,KETI_SL_0000008496.MTS,할머니가 갑자기 쓰러지셨어요,,
8601,2,2017,정면,문장,KETI_SL_0000008601.MTS,할머니가 갑자기 쓰러지셨어요,,
8706,2,2017,측면,문장,KETI_SL_0000008706.MTS,할머니가 갑자기 쓰러지셨어요,,
8811,3,2017,정면,문장,KETI_SL_0000008811.MOV,할머니가 갑자기 쓰러지셨어요,,
8916,3,2017,측면,문장,KETI_SL_0000008916.MP4,할머니가 갑자기 쓰러지셨어요,,
9021,4,2017,정면,문장,KETI_SL_0000009021.MOV,할머니가 갑자기 쓰러지셨어요,,
9126,4,2017,측면,문장,KETI_SL_0000009126.MTS,할머니가 갑자기 쓰러지셨어요,,
9231,5,2017,정면,문장,KETI_SL_0000009231.MOV,할머니가 갑자기 쓰러지셨어요,,
9336,5,2017,측면,문장,KETI_SL_0000009336.MTS,할머니가 갑자기 쓰러지셨어요,,
9441,6,2017,정면,문장,KETI_SL_0000009441.MOV,할머니가 갑자기 쓰러지셨어요,,
9545,6,2017,측면,문장,KETI_SL_0000009545.MTS,할머니가 갑자기 쓰러지셨어요,,
9651,7,2017,정면,문장,KETI_SL_0000009651.MOV,할머니가 갑자기 쓰러지셨어요,,
9756,7,2017,측면,문장,KETI_SL_0000009756.MTS,할머니가 갑자기 쓰러지셨어요,,
9861,8,2017,정면,문장,KETI_SL_0000009861.MOV,할머니가 갑자기 쓰러지셨어요,,
9966,8,2017,측면,문장,KETI_SL_0000009966.MTS,할머니가 갑자기 쓰러지셨어요,,
10071,9,2017,정면,문장,KETI_SL_0000010071.MOV,할머니가 갑자기 쓰러지셨어요,,
10176,9,2017,측면,문장,KETI_SL_0000010176.MTS,할머니가 갑자기 쓰러지셨어요,,
10281,10,2017,정면,문장,KETI_SL_0000010281.MOV,할머니가 갑자기 쓰러지셨어요,,
10386,10,2017,측면,문장,KETI_SL_0000010386.MTS,할머니가 갑자기 쓰러지셨어요,,
400,1,2017,정면,단어,KETI_SL_0000000400.MOV,할머니,,
819,1,2017,측면,단어,KETI_SL_0000000819.MTS,할머니,,
1236,2,2017,정면,단어,KETI_SL_0000001236.MTS,할머니,,
1655,2,2017,측면,단어,KETI_SL_0000001655.MTS,할머니,,
2012,3,2017,정면,단어,KETI_SL_0000002012.MOV,할머니,,
2431,3,2017,측면,단어,KETI_SL_0000002431.MP4,할머니,,
2913,4,2017,정면,단어,KETI_SL_0000002913.MOV,할머니,,
3332,4,2017,측면,단어,KETI_SL_0000003332.MTS,할머니,,
3741,5,2017,정면,단어,KETI_SL_0000003741.MOV,할머니,,
4159,5,2017,측면,단어,KETI_SL_0000004159.MTS,할머니,,
4588,6,2017,정면,단어,KETI_SL_0000004588.MOV,할머니,,
5007,6,2017,측면,단어,KETI_SL_0000005007.MTS,할머니,,
5426,7,2017,정면,단어,KETI_SL_0000005426.MOV,할머니,,
5843,7,2017,측면,단어,KETI_SL_0000005843.MTS,할머니,,
6265,8,2017,정면,단어,KETI_SL_0000006265.MOV,할머니,,
6684,8,2017,측면,단어,KETI_SL_0000006684.MTS,할머니,,
7104,9,2017,정면,단어,KETI_SL_0000007104.MOV,할머니,,
7523,9,2017,측면,단어,KETI_SL_0000007523.MTS,할머니,,
7942,10,2017,정면,단어,KETI_SL_0000007942.MOV,할머니,,
8361,10,2017,측면,단어,KETI_SL_0000008361.MTS,할머니,,
399,1,2017,정면,단어,KETI_SL_0000000399.MOV,학생,,
818,1,2017,측면,단어,KETI_SL_0000000818.MTS,학생,,
1235,2,2017,정면,단어,KETI_SL_0000001235.MTS,학생,,
1654,2,2017,측면,단어,KETI_SL_0000001654.MTS,학생,,
2009,3,2017,정면,단어,KETI_SL_0000002009.MOV,학생,,
2428,3,2017,측면,단어,KETI_SL_0000002428.MP4,학생,,
2912,4,2017,정면,단어,KETI_SL_0000002912.MOV,학생,,
3331,4,2017,측면,단어,KETI_SL_0000003331.MTS,학생,,
3740,5,2017,정면,단어,KETI_SL_0000003740.MOV,학생,,
4158,5,2017,측면,단어,KETI_SL_0000004158.MTS,학생,,
4587,6,2017,정면,단어,KETI_SL_0000004587.MOV,학생,,
5006,6,2017,측면,단어,KETI_SL_0000005006.MTS,학생,,
5425,7,2017,정면,단어,KETI_SL_0000005425.MOV,학생,,
5842,7,2017,측면,단어,KETI_SL_0000005842.MTS,학생,,
6264,8,2017,정면,단어,KETI_SL_0000006264.MOV,학생,,
6683,8,2017,측면,단어,KETI_SL_0000006683.MTS,학생,,
7103,9,2017,정면,단어,KETI_SL_0000007103.MOV,학생,,
7522,9,2017,측면,단어,KETI_SL_0000007522.MTS,학생,,
7941,10,2017,정면,단어,KETI_SL_0000007941.MOV,학생,,
8360,10,2017,측면,단어,KETI_SL_0000008360.MTS,학생,,
398,1,2017,정면,단어,KETI_SL_0000000398.MOV,학교,,
817,1,2017,측면,단어,KETI_SL_0000000817.MTS,학교,,
1234,2,2017,정면,단어,KETI_SL_0000001234.MTS,학교,,
1653,2,2017,측면,단어,KETI_SL_0000001653.MTS,학교,,
2008,3,2017,정면,단어,KETI_SL_0000002008.MOV,학교,,
2427,3,2017,측면,단어,KETI_SL_0000002427.MP4,학교,,
2911,4,2017,정면,단어,KETI_SL_0000002911.MOV,학교,,
3330,4,2017,측면,단어,KETI_SL_0000003330.MTS,학교,,
3739,5,2017,정면,단어,KETI_SL_0000003739.MOV,학교,,
4157,5,2017,측면,단어,KETI_SL_0000004157.MTS,학교,,
4586,6,2017,정면,단어,KETI_SL_0000004586.MOV,학교,,
5005,6,2017,측면,단어,KETI_SL_0000005005.MTS,학교,,
5424,7,2017,정면,단어,KETI_SL_0000005424.MOV,학교,,
5841,7,2017,측면,단어,KETI_SL_0000005841.MTS,학교,,
6263,8,2017,정면,단어,KETI_SL_0000006263.MOV,학교,,
6682,8,2017,측면,단어,KETI_SL_0000006682.MTS,학교,,
7102,9,2017,정면,단어,KETI_SL_0000007102.MOV,학교,,
7521,9,2017,측면,단어,KETI_SL_0000007521.MTS,학교,,
7940,10,2017,정면,단어,KETI_SL_0000007940.MOV,학교,,
8359,10,2017,측면,단어,KETI_SL_0000008359.MTS,학교,,
379,1,2017,정면,단어,KETI_SL_0000000379.MOV,피나다,,
798,1,2017,측면,단어,KETI_SL_0000000798.MTS,피나다,,
1233,2,2017,정면,단어,KETI_SL_0000001233.MTS,피나다,,
1652,2,2017,측면,단어,KETI_SL_0000001652.MTS,피나다,,
2007,3,2017,정면,단어,KETI_SL_0000002007.MOV,피나다,,
2426,3,2017,측면,단어,KETI_SL_0000002426.MP4,피나다,,
2892,4,2017,정면,단어,KETI_SL_0000002892.MOV,피나다,,
3311,4,2017,측면,단어,KETI_SL_0000003311.MTS,피나다,,
3771,5,2017,정면,단어,KETI_SL_0000003771.MTS,피나다,,
4190,5,2017,측면,단어,KETI_SL_0000004190.MTS,피나다,,
4567,6,2017,정면,단어,KETI_SL_0000004567.MOV,피나다,,
4986,6,2017,측면,단어,KETI_SL_0000004986.MTS,피나다,,
5405,7,2017,정면,단어,KETI_SL_0000005405.MOV,피나다,,
5822,7,2017,측면,단어,KETI_SL_0000005822.MTS,피나다,,
6244,8,2017,정면,단어,KETI_SL_0000006244.MOV,피나다,,
6663,8,2017,측면,단어,KETI_SL_0000006663.MTS,피나다,,
7082,9,2017,정면,단어,KETI_SL_0000007082.MOV,피나다,,
7501,9,2017,측면,단어,KETI_SL_0000007501.MTS,피나다,,
7939,10,2017,정면,단어,KETI_SL_0000007939.MOV,피나다,,
8358,10,2017,측면,단어,KETI_SL_0000008358.MTS,피나다,,
397,1,2017,정면,단어,KETI_SL_0000000397.MOV,폭행,,
816,1,2017,측면,단어,KETI_SL_0000000816.MTS,폭행,,
1232,2,2017,정면,단어,KETI_SL_0000001232.MTS,폭행,,
1651,2,2017,측면,단어,KETI_SL_0000001651.MTS,폭행,,
2006,3,2017,정면,단어,KETI_SL_0000002006.MOV,폭행,,
2425,3,2017,측면,단어,KETI_SL_0000002425.MP4,폭행,,
2910,4,2017,정면,단어,KETI_SL_0000002910.MOV,폭행,,
3329,4,2017,측면,단어,KETI_SL_0000003329.MTS,폭행,,
3738,5,2017,정면,단어,KETI_SL_0000003738.MOV,폭행,,
4156,5,2017,측면,단어,KETI_SL_0000004156.MTS,폭행,,
4585,6,2017,정면,단어,KETI_SL_0000004585.MOV,폭행,,
5004,6,2017,측면,단어,KETI_SL_0000005004.MTS,폭행,,
5423,7,2017,정면,단어,KETI_SL_0000005423.MOV,폭행,,
5840,7,2017,측면,단어,KETI_SL_0000005840.MTS,폭행,,
6262,8,2017,정면,단어,KETI_SL_0000006262.MOV,폭행,,
6681,8,2017,측면,단어,KETI_SL_0000006681.MTS,폭행,,
7101,9,2017,정면,단어,KETI_SL_0000007101.MOV,폭행,,
7520,9,2017,측면,단어,KETI_SL_0000007520.MTS,폭행,,
7938,10,2017,정면,단어,KETI_SL_0000007938.MOV,폭행,,
8357,10,2017,측면,단어,KETI_SL_0000008357.MTS,폭행,,
8422,1,2017,정면,문장,KETI_SL_0000008422.MOV,폭탄이 터졌어요,,
8527,1,2017,측면,문장,KETI_SL_0000008527.MTS,폭탄이 터졌어요,,
8632,2,2017,정면,문장,KETI_SL_0000008632.MTS,폭탄이 터졌어요,,
8737,2,2017,측면,문장,KETI_SL_0000008737.MTS,폭탄이 터졌어요,,
8842,3,2017,정면,문장,KETI_SL_0000008842.MOV,폭탄이 터졌어요,,
8947,3,2017,측면,문장,KETI_SL_0000008947.MP4,폭탄이 터졌어요,,
9052,4,2017,정면,문장,KETI_SL_0000009052.MOV,폭탄이 터졌어요,,
9157,4,2017,측면,문장,KETI_SL_0000009157.MTS,폭탄이 터졌어요,,
9262,5,2017,정면,문장,KETI_SL_0000009262.MOV,폭탄이 터졌어요,,
9367,5,2017,측면,문장,KETI_SL_0000009367.MTS,폭탄이 터졌어요,,
9472,6,2017,정면,문장,KETI_SL_0000009472.MOV,폭탄이 터졌어요,,
9576,6,2017,측면,문장,KETI_SL_0000009576.MTS,폭탄이 터졌어요,,
9682,7,2017,정면,문장,KETI_SL_0000009682.MOV,폭탄이 터졌어요,,
9787,7,2017,측면,문장,KETI_SL_0000009787.MTS,폭탄이 터졌어요,,
9892,8,2017,정면,문장,KETI_SL_0000009892.MOV,폭탄이 터졌어요,,
9997,8,2017,측면,문장,KETI_SL_0000009997.MTS,폭탄이 터졌어요,,
10102,9,2017,정면,문장,KETI_SL_0000010102.MOV,폭탄이 터졌어요,,
10207,9,2017,측면,문장,KETI_SL_0000010207.MTS,폭탄이 터졌어요,,
10312,10,2017,정면,문장,KETI_SL_0000010312.MOV,폭탄이 터졌어요,,
10417,10,2017,측면,문장,KETI_SL_0000010417.MTS,폭탄이 터졌어요,,
395,1,2017,정면,단어,KETI_SL_0000000395.MOV,폭탄,,
814,1,2017,측면,단어,KETI_SL_0000000814.MTS,폭탄,,
1231,2,2017,정면,단어,KETI_SL_0000001231.MTS,폭탄,,
1650,2,2017,측면,단어,KETI_SL_0000001650.MTS,폭탄,,
2005,3,2017,정면,단어,KETI_SL_0000002005.MOV,폭탄,,
2424,3,2017,측면,단어,KETI_SL_0000002424.MP4,폭탄,,
2908,4,2017,정면,단어,KETI_SL_0000002908.MOV,폭탄,,
3327,4,2017,측면,단어,KETI_SL_0000003327.MTS,폭탄,,
3736,5,2017,정면,단어,KETI_SL_0000003736.MOV,폭탄,,
4154,5,2017,측면,단어,KETI_SL_0000004154.MTS,폭탄,,
4583,6,2017,정면,단어,KETI_SL_0000004583.MOV,폭탄,,
5002,6,2017,측면,단어,KETI_SL_0000005002.MTS,폭탄,,
5421,7,2017,정면,단어,KETI_SL_0000005421.MOV,폭탄,,
5838,7,2017,측면,단어,KETI_SL_0000005838.MTS,폭탄,,
6260,8,2017,정면,단어,KETI_SL_0000006260.MOV,폭탄,,
6679,8,2017,측면,단어,KETI_SL_0000006679.MTS,폭탄,,
7099,9,2017,정면,단어,KETI_SL_0000007099.MOV,폭탄,,
7518,9,2017,측면,단어,KETI_SL_0000007518.MTS,폭탄,,
7937,10,2017,정면,단어,KETI_SL_0000007937.MOV,폭탄,,
8356,10,2017,측면,단어,KETI_SL_0000008356.MTS,폭탄,,
396,1,2017,정면,단어,KETI_SL_0000000396.MOV,폭우,,
815,1,2017,측면,단어,KETI_SL_0000000815.MTS,폭우,,
1230,2,2017,정면,단어,KETI_SL_0000001230.MTS,폭우,,
1649,2,2017,측면,단어,KETI_SL_0000001649.MTS,폭우,,
2004,3,2017,정면,단어,KETI_SL_0000002004.MOV,폭우,,
2423,3,2017,측면,단어,KETI_SL_0000002423.MP4,폭우,,
2909,4,2017,정면,단어,KETI_SL_0000002909.MOV,폭우,,
3328,4,2017,측면,단어,KETI_SL_0000003328.MTS,폭우,,
3737,5,2017,정면,단어,KETI_SL_0000003737.MOV,폭우,,
4155,5,2017,측면,단어,KETI_SL_0000004155.MTS,폭우,,
4584,6,2017,정면,단어,KETI_SL_0000004584.MOV,폭우,,
5003,6,2017,측면,단어,KETI_SL_0000005003.MTS,폭우,,
5422,7,2017,정면,단어,KETI_SL_0000005422.MOV,폭우,,
5839,7,2017,측면,단어,KETI_SL_0000005839.MTS,폭우,,
6261,8,2017,정면,단어,KETI_SL_0000006261.MOV,폭우,,
6680,8,2017,측면,단어,KETI_SL_0000006680.MTS,폭우,,
7100,9,2017,정면,단어,KETI_SL_0000007100.MOV,폭우,,
